Tag,Alloy name,Citation,Citation,Citation,Citation,Citation,Citation,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Alloy type,Notes,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Solution heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Precipitation heat treatment,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Composition,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Phase 1/Phase 2 partitioning ratio,Density,Lattice param,RT lattice misfit,RT lattice misfit,RT lattice misfit,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Tensile properties,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Creep strength,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,Fatigue life,SFE,SFE,SFE,SFE,SFE,SFE,SFE,SFE
Ni-Al-Ru_T04_A1,Ni-Al-Ru,Tin et al 04,,Superalloys 2004 conf. proc.,Ofori et al 04,,Superalloys 2004 conf. proc.,0,,,,,,,,,,,0,Ni-Al-Ru_T04_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ni-Al-Ru_T04_L1_2,Ni-Al-Ru,Tin et al 04,,Superalloys 2004 conf. proc.,Ofori et al 04,,Superalloys 2004 conf. proc.,0,,,,,,,,,,,0,Ni-Al-Ru_T04_0,γ',L1_2,,,,,,,,,,,,,,,0.8058865381,0,0,0,0.02168401825,0.1724294436,0,0,0,0,0,0,0.7433,0,0,0,0.02,0.2466,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN 100_D70_0,IN 100,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,IN 100_D70_A1,,,,γ',IN 100_D70_L1_2,,,,1,,,,pc,HT “as cast”,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0.098,0.15,0,0,0.056,0,0,0.057,0.031,0,0,0.563554003,0.1084301352,0.1659644926,0,0,0.08048434248,0,0,0.05283318778,0.02873383897,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN 100_D70_A1,IN 100,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,IN 100_D70_0,γ,A1,,,,,,,,,,,,,,,0.516,0.22,0.184,0,0,0.023,0,0,0.004,0.053,0,0,0.4729977301,0.2407265543,0.2013349363,0,0,0.03269103004,0,0,0.00366664907,0.04858310018,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN 100_D70_L1_2,IN 100,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,IN 100_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicrotung_D70_0,Nicrotung,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,Nicrotung_D70_A1,,,,γ',Nicrotung_D70_L1_2,,,,1,,,,pc,HT “as cast”,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0.11,0.099,0,0,0.044,0,0.08,0.042,0,0,0,0.587452575,0.1234176985,0.1110759287,0,0,0.06412640369,0,0.0744505811,0.03947681304,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicrotung_D70_A1,Nicrotung,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Nicrotung_D70_0,γ,A1,,,,,,,,,,,,,,,0.526,0.225,0.149,0,0,0.004,0,0.088,0.008,0,0,0,0.489861536,0.2501278659,0.1656402312,0,0,0.005776157155,0,0.08114384415,0.007450365567,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicrotung_D70_L1_2,Nicrotung,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Nicrotung_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimonic 115_D70_0,Nimonic 115,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,Nimonic 115_D70_A1,,,,γ',Nimonic 115_D70_L1_2,,,,1,,,,pc,,1191,1.5,0,0,0,0,1099,6,0,0,0,0,0.582,0.148,0.148,0,0,0.048,0,0,0.039,0.035,0,0,0.5370192968,0.1630123792,0.1630123792,0,0,0.06867514072,0,0,0.03598582917,0.03229497489,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimonic 115_D70_A1,Nimonic 115,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Nimonic 115_D70_0,γ,A1,,,,,,,,,,,,,,,0.475,0.244,0.205,0,0,0.022,0,0,0.005,0.049,0,0,0.4321796975,0.2650040686,0.2226468609,0,0,0.03103736518,0,0,0.004549259974,0.04458274775,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nimonic 115_D70_L1_2,Nimonic 115,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Nimonic 115_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rene 41_D70_0,Rene 41,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,Rene 41_D70_A1,,,,γ',Rene 41_D70_L1_2,,,,1,,,,pc,,1066,4,0,0,0,0,760,16,0,0,0,0,0.56,0.19,0.107,0,0,0.015,0,0,0.031,0.097,0,0,0.5254343954,0.2128021623,0.1198412177,0,0,0.02182293426,0,0,0.02908654689,0.09101274349,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rene 41_D70_A1,Rene 41,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Rene 41_D70_0,γ,A1,,,,,,,,,,,,,,,0.51,0.236,0.128,0,0,0.006,0,0,0.006,0.114,0,0,0.4749456887,0.2623479895,0.142290435,0,0,0.008663959984,0,0,0.005587596338,0.1061643304,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rene 41_D70_L1_2,Rene 41,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Rene 41_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udimet 500_D70_0,Udimet 500,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,Udimet 500_D70_A1,,,,γ',Udimet 500_D70_L1_2,,,,1,,,,pc,,1079,4,0,0,0,0,843,24,760,16,0,0,0.518,0.187,0.193,0,0,0.029,0,0,0.03,0.043,0,0,0.4754172741,0.204870189,0.2114435641,0,0,0.04127001336,0,0,0.02753381896,0.03946514051,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udimet 500_D70_A1,Udimet 500,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Udimet 500_D70_0,γ,A1,,,,,,,,,,,,,,,0.415,0.26,0.259,0,0,0.011,0,0,0.005,0.05,0,0,0.3750287043,0.2804669712,0.279388252,0,0,0.0154134732,0,0,0.004518418124,0.04518418124,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udimet 500_D70_L1_2,Udimet 500,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Udimet 500_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udimet 700_D70_0,Udimet 700,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,Udimet 700_D70_A1,,,,γ',Udimet 700_D70_L1_2,,,,1,,,,pc,,1171,4,0,0,0,0,982,136,0,0,0,0,0.53,0.154,0.188,0,0,0.044,0,0,0.034,0.05,0,0,0.4860300968,0.1685776433,0.2057960841,0,0,0.06256499063,0,0,0.03117928923,0.04585189592,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udimet 700_D70_A1,Udimet 700,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Udimet 700_D70_0,γ,A1,,,,,,,,,,,,,,,0.429,0.223,0.244,0,0,0.025,0,0,0.013,0.066,0,0,0.3885102373,0.2410693527,0.2637709509,0,0,0.03510561593,0,0,0.01177303749,0.05977080574,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udimet 700_D70_L1_2,Udimet 700,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Udimet 700_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waspalloy_D70_0,Waspalloy,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,1,γ,Waspalloy_D70_A1,,,,γ',Waspalloy_D70_L1_2,,,,1,,,,pc,,1079,4,0,0,0,0,843,24,760,16,0,0,0.599,0.186,0.13,0,0,0.014,0,0,0.029,0.042,0,0,0.5603816482,0.2077121925,0.1451751883,0,0,0.02030843846,0,0,0.02713033021,0.03929220238,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waspalloy_D70_A1,Waspalloy,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Waspalloy_D70_0,γ,A1,,,,,,,,,,,,,,,0.552,0.196,0.188,0,0,0.005,0,0,0.006,0.053,0,0,0.5124728457,0.2172100001,0.2083442858,0,0,0.007197691008,0,0,0.005570357018,0.04920482033,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Waspalloy_D70_L1_2,Waspalloy,Dreshfield 70,,NASA technical note,Kriege and Baris 69,OSTI: 4789116,,0,,,,,,,,,,,0,Waspalloy_D70_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN939_D83_0,IN939,Delargy and Smith 83,10.1007/BF02645547,,,,,1,γ,IN939_D83_A1,0.6453197849,0.6559924154,,γ',IN939_D83_L1_2,0.3546802151,0.3440075846,150,1,,,,pc,,1160,4,0,0,0,0,1000,6,900,24,700,16,0.5157946512,0.2236358229,0.1666073172,0,0,0.02800212724,0.004800119428,0.006831337554,0.04767391341,0,0.006654711025,0,0.4728,0.2447,0.1823,0,0,0.0398,0.0044,0.0062,0.0437,0,0.0061,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,816,330,,,,500,,,,,816,200,,,,10000,,,,,850,200,,,,6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN939_D83_A1,IN939,Delargy and Smith 83,10.1007/BF02645547,,,,,0,,,,,,,,,,,0,IN939_D83_0,γ,A1,,,,,,,,,,,,,,,0.4323760616,0.3361454818,0.2150958623,0,0,0.008602048213,0,0,0.007780546096,0,0,0,0.389,0.361,0.231,0,0,0.012,0,0,0.007,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN939_D83_L1_2,IN939,Delargy and Smith 83,10.1007/BF02645547,,,,,0,,,,,,,,,,,0,IN939_D83_0,γ',L1_2,,,,,,,,,,,,,,,0.6579533363,0.01615873146,0.1023386326,0,0,0.08638638919,0,0,0.1371629105,0,0,0,0.614,0.018,0.114,0,0,0.125,0,0,0.128,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN939_J98_0,IN939,Jovanic et al 98,10.1016/s1044-5803(98)00013-8,,,,,1,γ,IN939_J98_A1,,0.64,,γ',IN939_J98_L1_2,,0.36,,1,,,,sc,,1150,4,0,0,0,0,850,16,0,0,0,0,0.486,0.224,0.19,0,0,0.019,0.014,0.02,0.037,0,0.01,0,0.4456870526,0.2452074894,0.2079884954,0,0,0.02701710205,0.01283872168,0.0181597161,0.0339309073,0,0.009170515485,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN939_J98_A1,IN939,Jovanic et al 98,10.1016/s1044-5803(98)00013-8,,,,,0,,,,,,,,,,,0,IN939_J98_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IN939_J98_L1_2,IN939,Jovanic et al 98,10.1016/s1044-5803(98)00013-8,,,,,0,,,,,,,,,,,0,IN939_J98_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM1_C08_0,AM1,Caron et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,AM1_C08_A1,,,,γ',AM1_C08_L1_2,,,,1,,,,sc,,1300,3,0,0,0,0,1100,9,850,24,0,0,0.638,0.078,0.065,0,0,0.052,0.079,0.057,0.011,0.02,0,0,0.604301725,0.08819007699,0.07349173083,0,0,0.0763709007,0.07482732959,0.05345561388,0.01041899526,0.01894362774,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,150,,,139,217,,,7.6,0.74,1150,100,,,5.9,21,,,6.4,17.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM1_C08_A1,AM1,Caron et al 08,,Superalloys 2008 conf. proc.,,,,0,,,,,,,,,,,0,AM1_C08_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AM1_C08_L1_2,AM1,Caron et al 08,,Superalloys 2008 conf. proc.,,,,0,,,,,,,,,,,0,AM1_C08_0,γ',L1_2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC2_C08_0,MC2,Caron et al 08,,Superalloys 2008 conf. proc.,,,,1,γ,MC2_C08_A1,,,,γ',MC2_C08_L1_2,,,,1,,,,sc,,1300,3,0,0,0,0,1100,4,850,24,0,0,0.645,0.08,0.05,0,0,0.05,0.06,0.08,0.015,0.02,0,0,0.613165961,0.09078211025,0.0567388189,0,0,0.0737020794,0.05703869404,0.07529976492,0.01425967351,0.01901289801,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1050,150,,,435,598,,,7.7,0.29,1150,100,,,2.5,5.6,,,5.6,58.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MC2_C08_A1,MC2,Caron et al 08,,Superalloys 2008 conf. proc.,,,,0,,,,,,,,,,,0,MC2_C08_0,γ,A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
